;Manchete;Link
618;O acordo Brasil-China que pode colocar domínio da Starlink de Elon Musk em xeque;https:https://www.bbc.com/portuguese/articles/c5yr9vgplxvo
619;5 assuntos para ficar de olho no encontro do G20 no Rio;https:https://www.bbc.com/portuguese/articles/c9qlpw73v32o
620;'G20 precisa discutir medidas para jornadas de trabalho mais equilibradas', defende Lula em meio a debate da escala 6x1;https:https://www.bbc.com/portuguese/articles/cev9703zj8go
621;Como Milei virou 'pedra no sapato' de Lula no G20?;https:https://www.bbc.com/portuguese/articles/cpvz8k2m43go
622;O megaporto recém-inaugurado pela China no Peru (e seu impacto para o Brasil);https:https://www.bbc.com/portuguese/articles/ceqxzvv93dro
623;As experiências de outros países com jornada de trabalho reduzida;https:https://www.bbc.com/portuguese/articles/c3rx779wr37o
624;Como os bancos que seguem a lei islâmica ganham dinheiro;https:https://www.bbc.com/portuguese/articles/c4g2e25jrgno
625;Como Grécia e Espanha superaram crise econômica e agora puxam crescimento da União Europeia;https:https://www.bbc.com/portuguese/articles/c62zgp62r26o
626;Os números por trás do 'milagre econômico' da ditadura no Brasil;https:https://www.bbc.com/portuguese/articles/c17d57rqeexo
627;Como a alta dos juros impacta o seu bolso;https:https://www.bbc.com/portuguese/articles/c9wl8ynrkz8o
628;4 grandes mudanças que Javier Milei promoveu na Argentina em seu primeiro ano como presidente;https:https://www.bbc.com/portuguese/articles/cwy3epjvzylo
629;Por que preço do café é o maior da história;https:https://www.bbc.com/portuguese/articles/cp83lzlgwr5o
630;A crescente demanda por cuidadores de idosos em um Brasil cada vez mais velho: 'Fui trocar lâmpada e fiquei';https:https://www.bbc.com/portuguese/articles/ckg0l28v8d3o
631;Vídeo,Um ano de Milei na Argentina: como o libertário mudou a economia do país até agora, Duration 7,02;https:https://www.bbc.com/portuguese/articles/cvg69ypkdvlo
632;Vídeo,Como acordo Mercosul-União Europeia pode impactar Brasil e quais serão próximos passos, Duration 9,06;https:https://www.bbc.com/portuguese/articles/c4gj3lll5kyo
633;A brasileira na lista de mulheres mais influentes do mundo de jornal britânico;https:https://www.bbc.com/portuguese/articles/c75wl29zn7qo
634;Brasil pode virar alvo de 'tarifaço' de Trump por estar nos Brics?;https:https://www.bbc.com/portuguese/articles/ce8eyrygej8o
635;A crise de dólares 'à la Argentina' que leva a disparada de preços na Bolívia;https:https://www.bbc.com/portuguese/articles/cy0l1jp22eko
636;Chefe da UE vai ao Uruguai em apoio a acordo com Mercosul apesar de oposição de Macron;https:https://www.bbc.com/portuguese/articles/cr7v5752797o
637;Bitcoin alcança valor recorde de US$ 100 mil: 7 momentos que definem a criptomoeda;https:https://www.bbc.com/portuguese/articles/c4gp7dgl9dxo
638;Isenção no IR para renda até R$ 5 mil e mudanças para militares: confira as medidas econômicas anunciadas por Haddad;https:https://www.bbc.com/portuguese/articles/c36p9lp09r4o
639;As medidas do pacote econômico de Haddad 'para economizar R$ 327 bi';https:https://www.bbc.com/portuguese/articles/c14l3n2gp2jo
640;O que está por trás da profunda crise na Volkswagen;https:https://www.bbc.com/portuguese/articles/clyv78lm3g4o
641;Dólar a R$ 6 é o novo normal? Os fatores que explicam a alta da moeda;https:https://www.bbc.com/portuguese/articles/c2e783983yeo
642;PIB: Brasil cresce tanto quanto a China no 3° trimestre e só fica atrás de Indonésia e México no G20;https:https://www.bbc.com/portuguese/articles/cvgm4r89dpyo
643;Vídeo,Haddad anuncia pacote: o que pode mudar no IR, na pensão dos militares e no salário mínimo, Duration 7,59;https:https://www.bbc.com/portuguese/articles/cevgj7xyre7o
644;Como táxis-robôs estão tentando conquistar a confiança dos passageiros;https:https://www.bbc.com/portuguese/articles/cdd0l1rv28qo
645;O que aconteceu quando cidade começou a acolher (em vez de despejar) acampamentos de sem-teto;https:https://www.bbc.com/portuguese/articles/crk4g221v2jo
646;'Isenção de IR até R$ 5 mil é medida eleitoreira de Lula', afirma economista Samuel Pessôa;https:https://www.bbc.com/portuguese/articles/cvg42zglnrlo
647;Como políticos, setores da economia e o dólar reagiram aos anúncios de Haddad;https:https://www.bbc.com/portuguese/articles/c4g2n3knnzxo
648;Como você será afetado pelas mudanças propostas no Imposto de Renda;https:https://www.bbc.com/portuguese/articles/c14l3050rmlo
649;Como militares serão afetados por corte de gastos proposto pelo governo;https:https://www.bbc.com/portuguese/articles/c2450jmzzv9o
650;Black Friday: como inteligência artificial está sendo usada para dar golpes em consumidores;https:https://www.bbc.com/portuguese/articles/cpvzgdgr2rmo
651;'Estou ansioso o mês inteiro com a Black Friday': como avalanche de ofertas afeta viciados em compras;https:https://www.bbc.com/portuguese/articles/cxe1p3zp4ymo
652;Como 13º salário surgiu de greve geral após vitória do Brasil na Copa de 1962;https:https://www.bbc.com/portuguese/articles/c2ln4p18r2ro
653;Por que 'inflação da picanha' preocupa cada vez mais brasileiros (e Lula);https:https://www.bbc.com/portuguese/articles/c4gzvl20e97o
654;Como calcular o 13° salário? Essa e outras perguntas sobre o pagamento;https:https://www.bbc.com/portuguese/articles/cwy193lz3wdo
655;Black Friday: por que compramos compulsivamente;https:https://www.bbc.com/portuguese/articles/c4gpj9yqr2po
656;Por que Carrefour boicotou carne brasileira e depois pediu desculpas: entenda a polêmica;https:https://www.bbc.com/portuguese/articles/ced97dz6gq4o
657;Black Friday: como os robôs passam a perna em você na disputa por pechinchas;https:https://www.bbc.com/portuguese/articles/ced97pvj35po
658;China dentro, EUA fora? Como será futuro das negociações climáticas com novo governo Trump;https:https://www.bbc.com/portuguese/articles/c5yrmepkkemo
659;A mineração controlada por gangues na África do Sul: 'A vida debaixo da terra é cruel';https:https://www.bbc.com/portuguese/articles/c80l4dkz4xmo
660;Por dentro do mercado ilegal de aranhas que movimenta milhões no Brasil: 'Febre na classe média';https:https://www.bbc.com/portuguese/articles/c1e7y1wp9q2o
661;Como Las Vegas, a 'cidade do pecado', virou um dos lugares mais verdes dos EUA;https:https://www.bbc.com/portuguese/articles/c1lgy2n1g1zo
662;Parmesão com microchip: por que queijo gourmet é alvo de criminosos no mercado clandestino;https:https://www.bbc.com/portuguese/articles/cew2qx0n5k5o
663;'O milagre alemão terminou, e Europa sofrerá as consequências';https:https://www.bbc.com/portuguese/articles/c3wq292z3w5o
664;Quem pode se beneficiar da decisão da Espanha de regularizar situação de 900 mil imigrantes ilegais;https:https://www.bbc.com/portuguese/articles/c80l29epklko
665;Por que Brasil resiste a entrar em Nova Rota da Seda da China;https:https://www.bbc.com/portuguese/articles/cz7w2evgz5ro
666;O acordo Brasil-China que pode colocar domínio da Starlink de Elon Musk em xeque;https:https://www.bbc.com/portuguese/articles/c5yr9vgplxvo
667;5 assuntos para ficar de olho no encontro do G20 no Rio;https:https://www.bbc.com/portuguese/articles/c9qlpw73v32o
668;'G20 precisa discutir medidas para jornadas de trabalho mais equilibradas', defende Lula em meio a debate da escala 6x1;https:https://www.bbc.com/portuguese/articles/cev9703zj8go
669;Como Milei virou 'pedra no sapato' de Lula no G20?;https:https://www.bbc.com/portuguese/articles/cpvz8k2m43go
670;O megaporto recém-inaugurado pela China no Peru (e seu impacto para o Brasil);https:https://www.bbc.com/portuguese/articles/ceqxzvv93dro
671;As experiências de outros países com jornada de trabalho reduzida;https:https://www.bbc.com/portuguese/articles/c3rx779wr37o
672;Como os bancos que seguem a lei islâmica ganham dinheiro;https:https://www.bbc.com/portuguese/articles/c4g2e25jrgno
673;Como Grécia e Espanha superaram crise econômica e agora puxam crescimento da União Europeia;https:https://www.bbc.com/portuguese/articles/c62zgp62r26o
674;Os números por trás do 'milagre econômico' da ditadura no Brasil;https:https://www.bbc.com/portuguese/articles/c17d57rqeexo
675;Como a alta dos juros impacta o seu bolso;https:https://www.bbc.com/portuguese/articles/c9wl8ynrkz8o
676;4 grandes mudanças que Javier Milei promoveu na Argentina em seu primeiro ano como presidente;https:https://www.bbc.com/portuguese/articles/cwy3epjvzylo
677;Por que preço do café é o maior da história;https:https://www.bbc.com/portuguese/articles/cp83lzlgwr5o
678;A crescente demanda por cuidadores de idosos em um Brasil cada vez mais velho: 'Fui trocar lâmpada e fiquei';https:https://www.bbc.com/portuguese/articles/ckg0l28v8d3o
679;Vídeo,Um ano de Milei na Argentina: como o libertário mudou a economia do país até agora, Duration 7,02;https:https://www.bbc.com/portuguese/articles/cvg69ypkdvlo
680;Vídeo,Como acordo Mercosul-União Europeia pode impactar Brasil e quais serão próximos passos, Duration 9,06;https:https://www.bbc.com/portuguese/articles/c4gj3lll5kyo
681;A brasileira na lista de mulheres mais influentes do mundo de jornal britânico;https:https://www.bbc.com/portuguese/articles/c75wl29zn7qo
682;Brasil pode virar alvo de 'tarifaço' de Trump por estar nos Brics?;https:https://www.bbc.com/portuguese/articles/ce8eyrygej8o
683;A crise de dólares 'à la Argentina' que leva a disparada de preços na Bolívia;https:https://www.bbc.com/portuguese/articles/cy0l1jp22eko
684;Chefe da UE vai ao Uruguai em apoio a acordo com Mercosul apesar de oposição de Macron;https:https://www.bbc.com/portuguese/articles/cr7v5752797o
685;Bitcoin alcança valor recorde de US$ 100 mil: 7 momentos que definem a criptomoeda;https:https://www.bbc.com/portuguese/articles/c4gp7dgl9dxo
686;Isenção no IR para renda até R$ 5 mil e mudanças para militares: confira as medidas econômicas anunciadas por Haddad;https:https://www.bbc.com/portuguese/articles/c36p9lp09r4o
687;As medidas do pacote econômico de Haddad 'para economizar R$ 327 bi';https:https://www.bbc.com/portuguese/articles/c14l3n2gp2jo
688;O que está por trás da profunda crise na Volkswagen;https:https://www.bbc.com/portuguese/articles/clyv78lm3g4o
689;Dólar a R$ 6 é o novo normal? Os fatores que explicam a alta da moeda;https:https://www.bbc.com/portuguese/articles/c2e783983yeo
690;PIB: Brasil cresce tanto quanto a China no 3° trimestre e só fica atrás de Indonésia e México no G20;https:https://www.bbc.com/portuguese/articles/cvgm4r89dpyo
691;Vídeo,Haddad anuncia pacote: o que pode mudar no IR, na pensão dos militares e no salário mínimo, Duration 7,59;https:https://www.bbc.com/portuguese/articles/cevgj7xyre7o
692;Como táxis-robôs estão tentando conquistar a confiança dos passageiros;https:https://www.bbc.com/portuguese/articles/cdd0l1rv28qo
693;O que aconteceu quando cidade começou a acolher (em vez de despejar) acampamentos de sem-teto;https:https://www.bbc.com/portuguese/articles/crk4g221v2jo
694;'Isenção de IR até R$ 5 mil é medida eleitoreira de Lula', afirma economista Samuel Pessôa;https:https://www.bbc.com/portuguese/articles/cvg42zglnrlo
695;Como políticos, setores da economia e o dólar reagiram aos anúncios de Haddad;https:https://www.bbc.com/portuguese/articles/c4g2n3knnzxo
696;Como você será afetado pelas mudanças propostas no Imposto de Renda;https:https://www.bbc.com/portuguese/articles/c14l3050rmlo
697;Como militares serão afetados por corte de gastos proposto pelo governo;https:https://www.bbc.com/portuguese/articles/c2450jmzzv9o
698;Black Friday: como inteligência artificial está sendo usada para dar golpes em consumidores;https:https://www.bbc.com/portuguese/articles/cpvzgdgr2rmo
699;'Estou ansioso o mês inteiro com a Black Friday': como avalanche de ofertas afeta viciados em compras;https:https://www.bbc.com/portuguese/articles/cxe1p3zp4ymo
700;Como 13º salário surgiu de greve geral após vitória do Brasil na Copa de 1962;https:https://www.bbc.com/portuguese/articles/c2ln4p18r2ro
701;Por que 'inflação da picanha' preocupa cada vez mais brasileiros (e Lula);https:https://www.bbc.com/portuguese/articles/c4gzvl20e97o
702;Como calcular o 13° salário? Essa e outras perguntas sobre o pagamento;https:https://www.bbc.com/portuguese/articles/cwy193lz3wdo
703;Black Friday: por que compramos compulsivamente;https:https://www.bbc.com/portuguese/articles/c4gpj9yqr2po
704;Por que Carrefour boicotou carne brasileira e depois pediu desculpas: entenda a polêmica;https:https://www.bbc.com/portuguese/articles/ced97dz6gq4o
705;Black Friday: como os robôs passam a perna em você na disputa por pechinchas;https:https://www.bbc.com/portuguese/articles/ced97pvj35po
706;China dentro, EUA fora? Como será futuro das negociações climáticas com novo governo Trump;https:https://www.bbc.com/portuguese/articles/c5yrmepkkemo
707;A mineração controlada por gangues na África do Sul: 'A vida debaixo da terra é cruel';https:https://www.bbc.com/portuguese/articles/c80l4dkz4xmo
708;Por dentro do mercado ilegal de aranhas que movimenta milhões no Brasil: 'Febre na classe média';https:https://www.bbc.com/portuguese/articles/c1e7y1wp9q2o
709;Como Las Vegas, a 'cidade do pecado', virou um dos lugares mais verdes dos EUA;https:https://www.bbc.com/portuguese/articles/c1lgy2n1g1zo
710;Parmesão com microchip: por que queijo gourmet é alvo de criminosos no mercado clandestino;https:https://www.bbc.com/portuguese/articles/cew2qx0n5k5o
711;'O milagre alemão terminou, e Europa sofrerá as consequências';https:https://www.bbc.com/portuguese/articles/c3wq292z3w5o
712;Quem pode se beneficiar da decisão da Espanha de regularizar situação de 900 mil imigrantes ilegais;https:https://www.bbc.com/portuguese/articles/c80l29epklko
713;Por que Brasil resiste a entrar em Nova Rota da Seda da China;https:https://www.bbc.com/portuguese/articles/cz7w2evgz5ro
714;O acordo Brasil-China que pode colocar domínio da Starlink de Elon Musk em xeque;https:https://www.bbc.com/portuguese/articles/c5yr9vgplxvo
715;5 assuntos para ficar de olho no encontro do G20 no Rio;https:https://www.bbc.com/portuguese/articles/c9qlpw73v32o
716;'G20 precisa discutir medidas para jornadas de trabalho mais equilibradas', defende Lula em meio a debate da escala 6x1;https:https://www.bbc.com/portuguese/articles/cev9703zj8go
717;Como Milei virou 'pedra no sapato' de Lula no G20?;https:https://www.bbc.com/portuguese/articles/cpvz8k2m43go
718;O megaporto recém-inaugurado pela China no Peru (e seu impacto para o Brasil);https:https://www.bbc.com/portuguese/articles/ceqxzvv93dro
719;As experiências de outros países com jornada de trabalho reduzida;https:https://www.bbc.com/portuguese/articles/c3rx779wr37o
720;Como os bancos que seguem a lei islâmica ganham dinheiro;https:https://www.bbc.com/portuguese/articles/c4g2e25jrgno
721;Como Grécia e Espanha superaram crise econômica e agora puxam crescimento da União Europeia;https:https://www.bbc.com/portuguese/articles/c62zgp62r26o
722;Os números por trás do 'milagre econômico' da ditadura no Brasil;https:https://www.bbc.com/portuguese/articles/c17d57rqeexo
723;Como a alta dos juros impacta o seu bolso;https:https://www.bbc.com/portuguese/articles/c9wl8ynrkz8o
724;4 grandes mudanças que Javier Milei promoveu na Argentina em seu primeiro ano como presidente;https:https://www.bbc.com/portuguese/articles/cwy3epjvzylo
725;Por que preço do café é o maior da história;https:https://www.bbc.com/portuguese/articles/cp83lzlgwr5o
726;A crescente demanda por cuidadores de idosos em um Brasil cada vez mais velho: 'Fui trocar lâmpada e fiquei';https:https://www.bbc.com/portuguese/articles/ckg0l28v8d3o
727;Vídeo,Um ano de Milei na Argentina: como o libertário mudou a economia do país até agora, Duration 7,02;https:https://www.bbc.com/portuguese/articles/cvg69ypkdvlo
728;Vídeo,Como acordo Mercosul-União Europeia pode impactar Brasil e quais serão próximos passos, Duration 9,06;https:https://www.bbc.com/portuguese/articles/c4gj3lll5kyo
729;A brasileira na lista de mulheres mais influentes do mundo de jornal britânico;https:https://www.bbc.com/portuguese/articles/c75wl29zn7qo
730;Brasil pode virar alvo de 'tarifaço' de Trump por estar nos Brics?;https:https://www.bbc.com/portuguese/articles/ce8eyrygej8o
731;A crise de dólares 'à la Argentina' que leva a disparada de preços na Bolívia;https:https://www.bbc.com/portuguese/articles/cy0l1jp22eko
732;Chefe da UE vai ao Uruguai em apoio a acordo com Mercosul apesar de oposição de Macron;https:https://www.bbc.com/portuguese/articles/cr7v5752797o
733;Bitcoin alcança valor recorde de US$ 100 mil: 7 momentos que definem a criptomoeda;https:https://www.bbc.com/portuguese/articles/c4gp7dgl9dxo
734;Isenção no IR para renda até R$ 5 mil e mudanças para militares: confira as medidas econômicas anunciadas por Haddad;https:https://www.bbc.com/portuguese/articles/c36p9lp09r4o
735;As medidas do pacote econômico de Haddad 'para economizar R$ 327 bi';https:https://www.bbc.com/portuguese/articles/c14l3n2gp2jo
736;O que está por trás da profunda crise na Volkswagen;https:https://www.bbc.com/portuguese/articles/clyv78lm3g4o
737;Dólar a R$ 6 é o novo normal? Os fatores que explicam a alta da moeda;https:https://www.bbc.com/portuguese/articles/c2e783983yeo
738;PIB: Brasil cresce tanto quanto a China no 3° trimestre e só fica atrás de Indonésia e México no G20;https:https://www.bbc.com/portuguese/articles/cvgm4r89dpyo
739;Vídeo,Haddad anuncia pacote: o que pode mudar no IR, na pensão dos militares e no salário mínimo, Duration 7,59;https:https://www.bbc.com/portuguese/articles/cevgj7xyre7o
740;Como táxis-robôs estão tentando conquistar a confiança dos passageiros;https:https://www.bbc.com/portuguese/articles/cdd0l1rv28qo
741;O que aconteceu quando cidade começou a acolher (em vez de despejar) acampamentos de sem-teto;https:https://www.bbc.com/portuguese/articles/crk4g221v2jo
742;'Isenção de IR até R$ 5 mil é medida eleitoreira de Lula', afirma economista Samuel Pessôa;https:https://www.bbc.com/portuguese/articles/cvg42zglnrlo
743;Como políticos, setores da economia e o dólar reagiram aos anúncios de Haddad;https:https://www.bbc.com/portuguese/articles/c4g2n3knnzxo
744;Como você será afetado pelas mudanças propostas no Imposto de Renda;https:https://www.bbc.com/portuguese/articles/c14l3050rmlo
745;Como militares serão afetados por corte de gastos proposto pelo governo;https:https://www.bbc.com/portuguese/articles/c2450jmzzv9o
746;Black Friday: como inteligência artificial está sendo usada para dar golpes em consumidores;https:https://www.bbc.com/portuguese/articles/cpvzgdgr2rmo
747;'Estou ansioso o mês inteiro com a Black Friday': como avalanche de ofertas afeta viciados em compras;https:https://www.bbc.com/portuguese/articles/cxe1p3zp4ymo
748;Como 13º salário surgiu de greve geral após vitória do Brasil na Copa de 1962;https:https://www.bbc.com/portuguese/articles/c2ln4p18r2ro
749;Por que 'inflação da picanha' preocupa cada vez mais brasileiros (e Lula);https:https://www.bbc.com/portuguese/articles/c4gzvl20e97o
750;Como calcular o 13° salário? Essa e outras perguntas sobre o pagamento;https:https://www.bbc.com/portuguese/articles/cwy193lz3wdo
751;Black Friday: por que compramos compulsivamente;https:https://www.bbc.com/portuguese/articles/c4gpj9yqr2po
752;Por que Carrefour boicotou carne brasileira e depois pediu desculpas: entenda a polêmica;https:https://www.bbc.com/portuguese/articles/ced97dz6gq4o
753;Black Friday: como os robôs passam a perna em você na disputa por pechinchas;https:https://www.bbc.com/portuguese/articles/ced97pvj35po
754;China dentro, EUA fora? Como será futuro das negociações climáticas com novo governo Trump;https:https://www.bbc.com/portuguese/articles/c5yrmepkkemo
755;A mineração controlada por gangues na África do Sul: 'A vida debaixo da terra é cruel';https:https://www.bbc.com/portuguese/articles/c80l4dkz4xmo
756;Por dentro do mercado ilegal de aranhas que movimenta milhões no Brasil: 'Febre na classe média';https:https://www.bbc.com/portuguese/articles/c1e7y1wp9q2o
757;Como Las Vegas, a 'cidade do pecado', virou um dos lugares mais verdes dos EUA;https:https://www.bbc.com/portuguese/articles/c1lgy2n1g1zo
758;Parmesão com microchip: por que queijo gourmet é alvo de criminosos no mercado clandestino;https:https://www.bbc.com/portuguese/articles/cew2qx0n5k5o
759;'O milagre alemão terminou, e Europa sofrerá as consequências';https:https://www.bbc.com/portuguese/articles/c3wq292z3w5o
760;Quem pode se beneficiar da decisão da Espanha de regularizar situação de 900 mil imigrantes ilegais;https:https://www.bbc.com/portuguese/articles/c80l29epklko
761;Por que Brasil resiste a entrar em Nova Rota da Seda da China;https:https://www.bbc.com/portuguese/articles/cz7w2evgz5ro
762;O acordo Brasil-China que pode colocar domínio da Starlink de Elon Musk em xeque;https:https://www.bbc.com/portuguese/articles/c5yr9vgplxvo
763;5 assuntos para ficar de olho no encontro do G20 no Rio;https:https://www.bbc.com/portuguese/articles/c9qlpw73v32o
764;'G20 precisa discutir medidas para jornadas de trabalho mais equilibradas', defende Lula em meio a debate da escala 6x1;https:https://www.bbc.com/portuguese/articles/cev9703zj8go
765;Como Milei virou 'pedra no sapato' de Lula no G20?;https:https://www.bbc.com/portuguese/articles/cpvz8k2m43go
766;O megaporto recém-inaugurado pela China no Peru (e seu impacto para o Brasil);https:https://www.bbc.com/portuguese/articles/ceqxzvv93dro
767;As experiências de outros países com jornada de trabalho reduzida;https:https://www.bbc.com/portuguese/articles/c3rx779wr37o
768;Como os bancos que seguem a lei islâmica ganham dinheiro;https:https://www.bbc.com/portuguese/articles/c4g2e25jrgno
769;Como Grécia e Espanha superaram crise econômica e agora puxam crescimento da União Europeia;https:https://www.bbc.com/portuguese/articles/c62zgp62r26o
770;Os números por trás do 'milagre econômico' da ditadura no Brasil;https:https://www.bbc.com/portuguese/articles/c17d57rqeexo
771;Como a alta dos juros impacta o seu bolso;https:https://www.bbc.com/portuguese/articles/c9wl8ynrkz8o
772;4 grandes mudanças que Javier Milei promoveu na Argentina em seu primeiro ano como presidente;https:https://www.bbc.com/portuguese/articles/cwy3epjvzylo
773;Por que preço do café é o maior da história;https:https://www.bbc.com/portuguese/articles/cp83lzlgwr5o
774;A crescente demanda por cuidadores de idosos em um Brasil cada vez mais velho: 'Fui trocar lâmpada e fiquei';https:https://www.bbc.com/portuguese/articles/ckg0l28v8d3o
775;Vídeo,Um ano de Milei na Argentina: como o libertário mudou a economia do país até agora, Duration 7,02;https:https://www.bbc.com/portuguese/articles/cvg69ypkdvlo
776;Vídeo,Como acordo Mercosul-União Europeia pode impactar Brasil e quais serão próximos passos, Duration 9,06;https:https://www.bbc.com/portuguese/articles/c4gj3lll5kyo
777;A brasileira na lista de mulheres mais influentes do mundo de jornal britânico;https:https://www.bbc.com/portuguese/articles/c75wl29zn7qo
778;Brasil pode virar alvo de 'tarifaço' de Trump por estar nos Brics?;https:https://www.bbc.com/portuguese/articles/ce8eyrygej8o
779;A crise de dólares 'à la Argentina' que leva a disparada de preços na Bolívia;https:https://www.bbc.com/portuguese/articles/cy0l1jp22eko
780;Chefe da UE vai ao Uruguai em apoio a acordo com Mercosul apesar de oposição de Macron;https:https://www.bbc.com/portuguese/articles/cr7v5752797o
781;Bitcoin alcança valor recorde de US$ 100 mil: 7 momentos que definem a criptomoeda;https:https://www.bbc.com/portuguese/articles/c4gp7dgl9dxo
782;Isenção no IR para renda até R$ 5 mil e mudanças para militares: confira as medidas econômicas anunciadas por Haddad;https:https://www.bbc.com/portuguese/articles/c36p9lp09r4o
783;As medidas do pacote econômico de Haddad 'para economizar R$ 327 bi';https:https://www.bbc.com/portuguese/articles/c14l3n2gp2jo
784;O que está por trás da profunda crise na Volkswagen;https:https://www.bbc.com/portuguese/articles/clyv78lm3g4o
785;Dólar a R$ 6 é o novo normal? Os fatores que explicam a alta da moeda;https:https://www.bbc.com/portuguese/articles/c2e783983yeo
786;PIB: Brasil cresce tanto quanto a China no 3° trimestre e só fica atrás de Indonésia e México no G20;https:https://www.bbc.com/portuguese/articles/cvgm4r89dpyo
787;Vídeo,Haddad anuncia pacote: o que pode mudar no IR, na pensão dos militares e no salário mínimo, Duration 7,59;https:https://www.bbc.com/portuguese/articles/cevgj7xyre7o
788;Como táxis-robôs estão tentando conquistar a confiança dos passageiros;https:https://www.bbc.com/portuguese/articles/cdd0l1rv28qo
789;O que aconteceu quando cidade começou a acolher (em vez de despejar) acampamentos de sem-teto;https:https://www.bbc.com/portuguese/articles/crk4g221v2jo
790;'Isenção de IR até R$ 5 mil é medida eleitoreira de Lula', afirma economista Samuel Pessôa;https:https://www.bbc.com/portuguese/articles/cvg42zglnrlo
791;Como políticos, setores da economia e o dólar reagiram aos anúncios de Haddad;https:https://www.bbc.com/portuguese/articles/c4g2n3knnzxo
792;Como você será afetado pelas mudanças propostas no Imposto de Renda;https:https://www.bbc.com/portuguese/articles/c14l3050rmlo
793;Como militares serão afetados por corte de gastos proposto pelo governo;https:https://www.bbc.com/portuguese/articles/c2450jmzzv9o
794;Black Friday: como inteligência artificial está sendo usada para dar golpes em consumidores;https:https://www.bbc.com/portuguese/articles/cpvzgdgr2rmo
795;'Estou ansioso o mês inteiro com a Black Friday': como avalanche de ofertas afeta viciados em compras;https:https://www.bbc.com/portuguese/articles/cxe1p3zp4ymo
796;Como 13º salário surgiu de greve geral após vitória do Brasil na Copa de 1962;https:https://www.bbc.com/portuguese/articles/c2ln4p18r2ro
797;Por que 'inflação da picanha' preocupa cada vez mais brasileiros (e Lula);https:https://www.bbc.com/portuguese/articles/c4gzvl20e97o
798;Como calcular o 13° salário? Essa e outras perguntas sobre o pagamento;https:https://www.bbc.com/portuguese/articles/cwy193lz3wdo
799;Black Friday: por que compramos compulsivamente;https:https://www.bbc.com/portuguese/articles/c4gpj9yqr2po
800;Por que Carrefour boicotou carne brasileira e depois pediu desculpas: entenda a polêmica;https:https://www.bbc.com/portuguese/articles/ced97dz6gq4o
801;Black Friday: como os robôs passam a perna em você na disputa por pechinchas;https:https://www.bbc.com/portuguese/articles/ced97pvj35po
802;China dentro, EUA fora? Como será futuro das negociações climáticas com novo governo Trump;https:https://www.bbc.com/portuguese/articles/c5yrmepkkemo
803;A mineração controlada por gangues na África do Sul: 'A vida debaixo da terra é cruel';https:https://www.bbc.com/portuguese/articles/c80l4dkz4xmo
804;Por dentro do mercado ilegal de aranhas que movimenta milhões no Brasil: 'Febre na classe média';https:https://www.bbc.com/portuguese/articles/c1e7y1wp9q2o
805;Como Las Vegas, a 'cidade do pecado', virou um dos lugares mais verdes dos EUA;https:https://www.bbc.com/portuguese/articles/c1lgy2n1g1zo
806;Parmesão com microchip: por que queijo gourmet é alvo de criminosos no mercado clandestino;https:https://www.bbc.com/portuguese/articles/cew2qx0n5k5o
807;'O milagre alemão terminou, e Europa sofrerá as consequências';https:https://www.bbc.com/portuguese/articles/c3wq292z3w5o
808;Quem pode se beneficiar da decisão da Espanha de regularizar situação de 900 mil imigrantes ilegais;https:https://www.bbc.com/portuguese/articles/c80l29epklko
809;Por que Brasil resiste a entrar em Nova Rota da Seda da China;https:https://www.bbc.com/portuguese/articles/cz7w2evgz5ro
810;O acordo Brasil-China que pode colocar domínio da Starlink de Elon Musk em xeque;https:https://www.bbc.com/portuguese/articles/c5yr9vgplxvo
811;5 assuntos para ficar de olho no encontro do G20 no Rio;https:https://www.bbc.com/portuguese/articles/c9qlpw73v32o
812;'G20 precisa discutir medidas para jornadas de trabalho mais equilibradas', defende Lula em meio a debate da escala 6x1;https:https://www.bbc.com/portuguese/articles/cev9703zj8go
813;Como Milei virou 'pedra no sapato' de Lula no G20?;https:https://www.bbc.com/portuguese/articles/cpvz8k2m43go
814;O megaporto recém-inaugurado pela China no Peru (e seu impacto para o Brasil);https:https://www.bbc.com/portuguese/articles/ceqxzvv93dro
815;As experiências de outros países com jornada de trabalho reduzida;https:https://www.bbc.com/portuguese/articles/c3rx779wr37o
816;Como os bancos que seguem a lei islâmica ganham dinheiro;https:https://www.bbc.com/portuguese/articles/c4g2e25jrgno
817;Como Grécia e Espanha superaram crise econômica e agora puxam crescimento da União Europeia;https:https://www.bbc.com/portuguese/articles/c62zgp62r26o
818;Os números por trás do 'milagre econômico' da ditadura no Brasil;https:https://www.bbc.com/portuguese/articles/c17d57rqeexo
819;Como a alta dos juros impacta o seu bolso;https:https://www.bbc.com/portuguese/articles/c9wl8ynrkz8o
820;4 grandes mudanças que Javier Milei promoveu na Argentina em seu primeiro ano como presidente;https:https://www.bbc.com/portuguese/articles/cwy3epjvzylo
821;Por que preço do café é o maior da história;https:https://www.bbc.com/portuguese/articles/cp83lzlgwr5o
822;A crescente demanda por cuidadores de idosos em um Brasil cada vez mais velho: 'Fui trocar lâmpada e fiquei';https:https://www.bbc.com/portuguese/articles/ckg0l28v8d3o
823;Vídeo,Um ano de Milei na Argentina: como o libertário mudou a economia do país até agora, Duration 7,02;https:https://www.bbc.com/portuguese/articles/cvg69ypkdvlo
